,coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,snow,rain,message
47,"{'lon': 102.28, 'lat': 60.34}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 271.32, 'feels_like': 268.22, 'temp_min': 271.32, 'temp_max': 271.32, 'pressure': 1033, 'humidity': 95, 'sea_level': 1033, 'grnd_level': 998}",,"{'speed': 1.11, 'deg': 349}",{'all': 0},1586710821.0,"{'country': 'RU', 'sunrise': 1586728717, 'sunset': 1586780622}",25200.0,2013727.0,Vanavara,200,,,
48,"{'lon': 103.64, 'lat': -3.75}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 297.08, 'feels_like': 301.32, 'temp_min': 297.08, 'temp_max': 297.08, 'pressure': 1011, 'humidity': 90, 'sea_level': 1011, 'grnd_level': 1001}",,"{'speed': 0.8, 'deg': 209}",{'all': 100},1586711029.0,"{'country': 'ID', 'sunrise': 1586732686, 'sunset': 1586776001}",25200.0,1638775.0,Payo,200,,{'3h': 12.53},
49,"{'lon': -173.98, 'lat': -18.65}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.15, 'feels_like': 301.96, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1016, 'humidity': 78}",10000.0,"{'speed': 2.6, 'deg': 120}",{'all': 40},1586711029.0,"{'type': 1, 'id': 7292, 'country': 'TO', 'sunrise': 1586799915, 'sunset': 1586842006}",46800.0,4032420.0,Neiafu,200,,,
50,,,,,,,,,,,,,404,,,city not found
51,"{'lon': -52.1, 'lat': -32.03}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 295.75, 'feels_like': 294.66, 'temp_min': 295.37, 'temp_max': 296.15, 'pressure': 1019, 'humidity': 64}",10000.0,"{'speed': 4.1, 'deg': 110}",{'all': 75},1586710807.0,"{'type': 1, 'id': 8408, 'country': 'BR', 'sunrise': 1586684841, 'sunset': 1586725819}",-10800.0,3451138.0,Rio Grande,200,,,
52,"{'lon': 153.62, 'lat': -28.65}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 283.61, 'feels_like': 282.05, 'temp_min': 283.15, 'temp_max': 284.26, 'pressure': 1018, 'humidity': 100}",2100.0,"{'speed': 2.48, 'deg': 225}",{'all': 4},1586710826.0,"{'type': 1, 'id': 9496, 'country': 'AU', 'sunrise': 1586721719, 'sunset': 1586762981}",36000.0,2172880.0,Byron Bay,200,,,
53,"{'lon': 145.57, 'lat': 43.32}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 274.07, 'feels_like': 269.86, 'temp_min': 274.07, 'temp_max': 274.07, 'pressure': 1017, 'humidity': 88, 'sea_level': 1017, 'grnd_level': 1016}",,"{'speed': 3.01, 'deg': 193}",{'all': 0},1586711030.0,"{'country': 'JP', 'sunrise': 1586720324, 'sunset': 1586768240}",32400.0,2128975.0,Nemuro,200,,,
54,"{'lon': -69.36, 'lat': 77.48}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 264.56, 'feels_like': 261.17, 'temp_min': 264.56, 'temp_max': 264.56, 'pressure': 1000, 'humidity': 81, 'sea_level': 1000, 'grnd_level': 1000}",,"{'speed': 0.35, 'deg': 19}",{'all': 88},1586710777.0,"{'country': 'GL', 'sunrise': 1586675688, 'sunset': 1586743255}",-10800.0,3831208.0,Qaanaaq,200,,,
55,"{'lon': 106.27, 'lat': 45.76}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 279.13, 'feels_like': 273.02, 'temp_min': 279.13, 'temp_max': 279.13, 'pressure': 1019, 'humidity': 27, 'sea_level': 1019, 'grnd_level': 860}",,"{'speed': 4.2, 'deg': 216}",{'all': 26},1586711030.0,"{'country': 'MN', 'sunrise': 1586729545, 'sunset': 1586777880}",28800.0,2030065.0,Mandalgovi,200,,,
56,"{'lon': 140.83, 'lat': 35.73}","[{'id': 521, 'main': 'Rain', 'description': 'shower rain', 'icon': '09n'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50n'}]",stations,"{'temp': 282.78, 'feels_like': 277.06, 'temp_min': 282.15, 'temp_max': 283.15, 'pressure': 1005, 'humidity': 93}",5000.0,"{'speed': 7.7, 'deg': 30}",{'all': 75},1586710673.0,"{'type': 1, 'id': 7955, 'country': 'JP', 'sunrise': 1586721986, 'sunset': 1586768853}",32400.0,2112802.0,Hasaki,200,,,
57,"{'lon': 169.85, 'lat': -46.28}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 280.93, 'feels_like': 279.3, 'temp_min': 280.93, 'temp_max': 280.93, 'pressure': 965, 'humidity': 86}",,"{'speed': 0.89, 'deg': 225, 'gust': 3.58}",{'all': 95},1586710556.0,"{'type': 3, 'id': 2031989, 'country': 'NZ', 'sunrise': 1586718859, 'sunset': 1586758052}",43200.0,2208248.0,Kaitangata,200,,{'3h': 2.02},
58,"{'lon': -158.01, 'lat': 21.32}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 294.01, 'feels_like': 293.06, 'temp_min': 292.15, 'temp_max': 296.15, 'pressure': 1018, 'humidity': 73}",16093.0,"{'speed': 4.1, 'deg': 330}",{'all': 20},1586711030.0,"{'type': 1, 'id': 7878, 'country': 'US', 'sunrise': 1586708075, 'sunset': 1586753412}",-36000.0,5855051.0,‘Ewa Beach,200,,,
59,"{'lon': -73.97, 'lat': 42.6}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 285.95, 'feels_like': 278.72, 'temp_min': 284.15, 'temp_max': 287.59, 'pressure': 1021, 'humidity': 30}",16093.0,"{'speed': 6.7, 'deg': 150, 'gust': 9.3}",{'all': 75},1586710638.0,"{'type': 1, 'id': 3273, 'country': 'US', 'sunrise': 1586686707, 'sunset': 1586734448}",-14400.0,5106841.0,Albany,200,,,
60,,,,,,,,,,,,,404,,,city not found
61,"{'lon': 168.33, 'lat': -46.6}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 280.93, 'feels_like': 278.19, 'temp_min': 280.93, 'temp_max': 280.93, 'pressure': 983, 'humidity': 90}",,"{'speed': 2.68, 'deg': 269, 'gust': 6.26}",{'all': 100},1586710778.0,"{'type': 3, 'id': 2008959, 'country': 'NZ', 'sunrise': 1586719249, 'sunset': 1586758392}",43200.0,2206939.0,Bluff,200,,{'3h': 4.18},
62,"{'lon': -51.1, 'lat': 69.22}","[{'id': 301, 'main': 'Drizzle', 'description': 'drizzle', 'icon': '09d'}]",stations,"{'temp': 277.15, 'feels_like': 268.49, 'temp_min': 277.15, 'temp_max': 277.15, 'pressure': 994, 'humidity': 69}",,"{'speed': 9.3, 'deg': 160}",{'all': 100},1586710785.0,"{'type': 1, 'id': 165, 'country': 'GL', 'sunrise': 1586677007, 'sunset': 1586733172}",-7200.0,3423146.0,Ilulissat,200,,,
63,,,,,,,,,,,,,404,,,city not found
64,"{'lon': -54.55, 'lat': -21.8}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 302.36, 'feels_like': 303.12, 'temp_min': 302.36, 'temp_max': 302.36, 'pressure': 1011, 'humidity': 47, 'sea_level': 1011, 'grnd_level': 976}",,"{'speed': 2.15, 'deg': 66}",{'all': 30},1586710861.0,"{'country': 'BR', 'sunrise': 1586684962, 'sunset': 1586726873}",-14400.0,3451241.0,Rio Brilhante,200,,,
65,"{'lon': 109.3, 'lat': 13.08}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 298.43, 'feels_like': 300.06, 'temp_min': 298.43, 'temp_max': 298.43, 'pressure': 1013, 'humidity': 85, 'sea_level': 1013, 'grnd_level': 1012}",,"{'speed': 4.83, 'deg': 31}",{'all': 62},1586711031.0,"{'country': 'VN', 'sunrise': 1586730666, 'sunset': 1586775305}",25200.0,1563281.0,Tuy Hoa,200,,{'3h': 2.08},
66,"{'lon': -17.34, 'lat': 66.04}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 275.15, 'feels_like': 267.65, 'temp_min': 275.15, 'temp_max': 275.15, 'pressure': 1029, 'humidity': 51}",10000.0,"{'speed': 6.7, 'deg': 218}",{'all': 0},1586710816.0,"{'type': 1, 'id': 83, 'country': 'IS', 'sunrise': 1586669921, 'sunset': 1586724056}",0.0,2629833.0,Husavik,200,,,
67,"{'lon': 57.7, 'lat': -20.41}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.19, 'feels_like': 297.65, 'temp_min': 299.15, 'temp_max': 299.26, 'pressure': 1019, 'humidity': 74}",10000.0,"{'speed': 8.2, 'deg': 110}",{'all': 75},1586710602.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1586657959, 'sunset': 1586700006}",14400.0,934322.0,Mahébourg,200,,,
68,"{'lon': 121.9, 'lat': -33.87}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 291.15, 'feels_like': 292.89, 'temp_min': 291.15, 'temp_max': 291.15, 'pressure': 1015, 'humidity': 100}",250.0,"{'speed': 1.5, 'deg': 140}",{'all': 90},1586710789.0,"{'type': 1, 'id': 9525, 'country': 'AU', 'sunrise': 1586729597, 'sunset': 1586770326}",28800.0,2071860.0,Esperance,200,,,
69,,,,,,,,,,,,,404,,,city not found
70,"{'lon': -73.39, 'lat': 7.76}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 306.49, 'feels_like': 309.99, 'temp_min': 306.49, 'temp_max': 306.49, 'pressure': 1011, 'humidity': 49, 'sea_level': 1011, 'grnd_level': 999}",,"{'speed': 1.09, 'deg': 240}",{'all': 34},1586710807.0,"{'country': 'CO', 'sunrise': 1586688340, 'sunset': 1586732536}",-18000.0,3670242.0,San Alberto,200,,,
71,"{'lon': 78.49, 'lat': 30.69}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 287.75, 'feels_like': 282.91, 'temp_min': 287.75, 'temp_max': 287.75, 'pressure': 1019, 'humidity': 20, 'sea_level': 1019, 'grnd_level': 830}",,"{'speed': 2.77, 'deg': 17}",{'all': 92},1586711031.0,"{'country': 'IN', 'sunrise': 1586650897, 'sunset': 1586697090}",19800.0,1253628.0,Ginda,200,,,
72,"{'lon': 72.93, 'lat': 0.53}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 302.59, 'feels_like': 305.79, 'temp_min': 302.59, 'temp_max': 302.59, 'pressure': 1011, 'humidity': 64, 'sea_level': 1011, 'grnd_level': 1011}",,"{'speed': 2.07, 'deg': 332}",{'all': 77},1586711031.0,"{'country': 'MV', 'sunrise': 1586653506, 'sunset': 1586697149}",18000.0,1337610.0,Thinadhoo,200,,,
73,"{'lon': -57.56, 'lat': -38}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 294.15, 'feels_like': 292.15, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1017, 'humidity': 68}",10000.0,"{'speed': 5.1, 'deg': 340}",{'all': 75},1586710785.0,"{'type': 1, 'id': 8305, 'country': 'AR', 'sunrise': 1586686471, 'sunset': 1586726809}",-10800.0,3430863.0,Mar del Plata,200,,,
74,"{'lon': -65.71, 'lat': 66.15}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 271.15, 'feels_like': 263.91, 'temp_min': 271.15, 'temp_max': 271.15, 'pressure': 986, 'humidity': 63}",24140.0,"{'speed': 6.2, 'deg': 80, 'gust': 10.8}",{'all': 90},1586710824.0,"{'type': 1, 'id': 968, 'country': 'CA', 'sunrise': 1586681468, 'sunset': 1586735722}",-14400.0,6096551.0,Pangnirtung,200,,,
75,"{'lon': -49.67, 'lat': 61.99}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 274.59, 'feels_like': 262.84, 'temp_min': 274.59, 'temp_max': 274.59, 'pressure': 999, 'humidity': 89, 'sea_level': 999, 'grnd_level': 998}",,"{'speed': 13.91, 'deg': 154}",{'all': 89},1586711031.0,"{'country': 'GL', 'sunrise': 1586678585, 'sunset': 1586730908}",-7200.0,3421193.0,Paamiut,200,,{'3h': 0.31},
76,"{'lon': 147.92, 'lat': 70.63}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 251.94, 'feels_like': 245.37, 'temp_min': 251.94, 'temp_max': 251.94, 'pressure': 1015, 'humidity': 91, 'sea_level': 1015, 'grnd_level': 1009}",,"{'speed': 4.16, 'deg': 266}",{'all': 64},1586710826.0,"{'country': 'RU', 'sunrise': 1586714949, 'sunset': 1586772487}",39600.0,2126123.0,Chokurdakh,200,,,
77,"{'lon': -67.74, 'lat': 47.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 279.48, 'feels_like': 272.34, 'temp_min': 278.71, 'temp_max': 280.15, 'pressure': 1016, 'humidity': 38}",16093.0,"{'speed': 6.2, 'deg': 250, 'gust': 9.8}",{'all': 1},1586711031.0,"{'type': 1, 'id': 3570, 'country': 'CA', 'sunrise': 1586684852, 'sunset': 1586733313}",-10800.0,6621033.0,Grand Falls,200,,,
78,"{'lon': -89.6, 'lat': -0.9}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 302.15, 'feels_like': 306.08, 'temp_min': 302.15, 'temp_max': 302.15, 'pressure': 1013, 'humidity': 74}",10000.0,"{'speed': 2.6, 'deg': 270}",{'all': 75},1586711031.0,"{'type': 1, 'id': 8546, 'country': 'EC', 'sunrise': 1586692560, 'sunset': 1586736096}",-21600.0,3652758.0,Puerto Baquerizo Moreno,200,,,
79,"{'lon': 57.76, 'lat': -20.34}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.2, 'feels_like': 297.67, 'temp_min': 299.15, 'temp_max': 299.26, 'pressure': 1019, 'humidity': 74}",10000.0,"{'speed': 8.2, 'deg': 110}",{'all': 75},1586710789.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1586657941, 'sunset': 1586699994}",14400.0,1106677.0,Bambous Virieux,200,,,
80,"{'lon': -42.03, 'lat': -22.97}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 298.15, 'feels_like': 299.1, 'temp_min': 298.15, 'temp_max': 298.15, 'pressure': 1018, 'humidity': 65}",10000.0,"{'speed': 2.6, 'deg': 290}",{'all': 75},1586710800.0,"{'type': 1, 'id': 8326, 'country': 'BR', 'sunrise': 1586682007, 'sunset': 1586723820}",-10800.0,3471451.0,Arraial do Cabo,200,,,
81,"{'lon': 115.33, 'lat': -33.65}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 290.18, 'feels_like': 287.27, 'temp_min': 289.82, 'temp_max': 290.37, 'pressure': 1009, 'humidity': 65}",,"{'speed': 4.38, 'deg': 261}",{'all': 87},1586710779.0,"{'type': 3, 'id': 2011706, 'country': 'AU', 'sunrise': 1586731163, 'sunset': 1586771913}",28800.0,2075265.0,Busselton,200,,,
82,"{'lon': -78, 'lat': 20.71}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 305.72, 'feels_like': 305.38, 'temp_min': 305.72, 'temp_max': 305.72, 'pressure': 1016, 'humidity': 36, 'sea_level': 1016, 'grnd_level': 1016}",,"{'speed': 3.07, 'deg': 138}",{'all': 0},1586711032.0,"{'country': 'CU', 'sunrise': 1586688911, 'sunset': 1586734178}",-14400.0,3537840.0,Santa Cruz del Sur,200,,,
83,,,,,,,,,,,,,404,,,city not found
84,"{'lon': -79.24, 'lat': 42.1}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 286.21, 'feels_like': 280.77, 'temp_min': 283.15, 'temp_max': 289.26, 'pressure': 1013, 'humidity': 43}",16093.0,"{'speed': 5.1, 'deg': 170, 'gust': 7.7}",{'all': 75},1586710788.0,"{'type': 1, 'id': 4588, 'country': 'US', 'sunrise': 1586688008, 'sunset': 1586735676}",-14400.0,5122534.0,Jamestown,200,,,
85,,,,,,,,,,,,,404,,,city not found
86,"{'lon': -175.2, 'lat': -21.2}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 294.15, 'feels_like': 295.88, 'temp_min': 294.15, 'temp_max': 294.15, 'pressure': 1017, 'humidity': 88}",10000.0,"{'speed': 2.1, 'deg': 100}",{'all': 20},1586710777.0,"{'type': 1, 'id': 7285, 'country': 'TO', 'sunrise': 1586800319, 'sunset': 1586842188}",46800.0,4032243.0,Vaini,200,,,
87,,,,,,,,,,,,,404,,,city not found
88,"{'lon': 150.67, 'lat': -10.62}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 298.46, 'feels_like': 300.78, 'temp_min': 298.46, 'temp_max': 298.46, 'pressure': 1010, 'humidity': 74, 'sea_level': 1010, 'grnd_level': 1010}",,"{'speed': 2.2, 'deg': 115}",{'all': 84},1586711033.0,"{'country': 'PG', 'sunrise': 1586721664, 'sunset': 1586764452}",36000.0,2132606.0,Samarai,200,,,
89,"{'lon': 135.37, 'lat': 33.73}","[{'id': 502, 'main': 'Rain', 'description': 'heavy intensity rain', 'icon': '10n'}]",stations,"{'temp': 284.26, 'feels_like': 283.11, 'temp_min': 284.26, 'temp_max': 284.26, 'pressure': 988, 'humidity': 87}",,"{'speed': 1.34, 'deg': 6, 'gust': 4.02}",{'all': 98},1586711033.0,"{'type': 3, 'id': 197840, 'country': 'JP', 'sunrise': 1586723415, 'sunset': 1586770043}",32400.0,1850708.0,Tanabe,200,,{'3h': 25.69},
90,"{'lon': 57.61, 'lat': -19.98}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.22, 'feels_like': 297.7, 'temp_min': 299.15, 'temp_max': 299.26, 'pressure': 1019, 'humidity': 74}",10000.0,"{'speed': 8.2, 'deg': 110}",{'all': 75},1586711033.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1586657963, 'sunset': 1586700045}",14400.0,934649.0,Cap Malheureux,200,,,
91,"{'lon': -56.15, 'lat': 72.79}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 272.49, 'feels_like': 268.41, 'temp_min': 272.49, 'temp_max': 272.49, 'pressure': 992, 'humidity': 94, 'sea_level': 992, 'grnd_level': 992}",,"{'speed': 2.69, 'deg': 325}",{'all': 100},1586710585.0,"{'country': 'GL', 'sunrise': 1586676601, 'sunset': 1586736002}",-7200.0,3418910.0,Upernavik,200,,,
92,"{'lon': -9.27, 'lat': 51.55}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 281.15, 'feels_like': 275.4, 'temp_min': 281.15, 'temp_max': 281.15, 'pressure': 1011, 'humidity': 93}",10000.0,"{'speed': 7.2, 'deg': 360}",{'all': 75},1586710808.0,"{'type': 1, 'id': 1563, 'country': 'IE', 'sunrise': 1586670403, 'sunset': 1586719701}",3600.0,2961459.0,Skibbereen,200,,,
93,"{'lon': 79.62, 'lat': 17.15}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 301.89, 'feels_like': 300.8, 'temp_min': 301.89, 'temp_max': 301.89, 'pressure': 1010, 'humidity': 40, 'sea_level': 1010, 'grnd_level': 990}",,"{'speed': 3.26, 'deg': 173}",{'all': 2},1586711034.0,"{'country': 'IN', 'sunrise': 1586651256, 'sunset': 1586696189}",19800.0,1255344.0,Suriāpet,200,,,
94,"{'lon': -108.5, 'lat': 39.08}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 282.71, 'feels_like': 272.87, 'temp_min': 274.82, 'temp_max': 286.15, 'pressure': 1009, 'humidity': 17}",16093.0,"{'speed': 9.3, 'deg': 310, 'gust': 12.9}",{'all': 1},1586710781.0,"{'type': 1, 'id': 4219, 'country': 'US', 'sunrise': 1586695235, 'sunset': 1586742491}",-21600.0,5422557.0,Fruitvale,200,,,
95,"{'lon': 156.12, 'lat': 50.68}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 270.95, 'feels_like': 266.74, 'temp_min': 270.95, 'temp_max': 270.95, 'pressure': 1014, 'humidity': 95, 'sea_level': 1014, 'grnd_level': 1012}",,"{'speed': 2.62, 'deg': 295}",{'all': 88},1586710809.0,"{'country': 'RU', 'sunrise': 1586717132, 'sunset': 1586766369}",39600.0,2121385.0,Severo-Kuril'sk,200,,,
96,"{'lon': 155.48, 'lat': -6.32}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 294.7, 'feels_like': 297.12, 'temp_min': 294.7, 'temp_max': 294.7, 'pressure': 1010, 'humidity': 82, 'sea_level': 1010, 'grnd_level': 939}",,"{'speed': 0.74, 'deg': 118}",{'all': 89},1586711034.0,"{'country': 'PG', 'sunrise': 1586720344, 'sunset': 1586763464}",39600.0,2088659.0,Panguna,200,,{'3h': 1.52},
97,"{'lon': 50.81, 'lat': 9.49}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 300.56, 'feels_like': 301.09, 'temp_min': 300.56, 'temp_max': 300.56, 'pressure': 1012, 'humidity': 76, 'sea_level': 1012, 'grnd_level': 999}",,"{'speed': 6.57, 'deg': 109}",{'all': 70},1586711034.0,"{'country': 'SO', 'sunrise': 1586658475, 'sunset': 1586702796}",10800.0,64814.0,Bandarbeyla,200,,,
98,"{'lon': 102.42, 'lat': 18.5}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 294.86, 'feels_like': 296.38, 'temp_min': 294.86, 'temp_max': 294.86, 'pressure': 1015, 'humidity': 72, 'sea_level': 1015, 'grnd_level': 994}",,"{'speed': 0.91, 'deg': 151}",{'all': 26},1586711034.0,"{'country': 'LA', 'sunrise': 1586732085, 'sunset': 1586777188}",25200.0,1655124.0,Phonhong,200,,{'3h': 0.13},
99,"{'lon': 57.52, 'lat': -20.52}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 299.2, 'feels_like': 297.67, 'temp_min': 299.15, 'temp_max': 299.26, 'pressure': 1019, 'humidity': 74}",10000.0,"{'speed': 8.2, 'deg': 110}",{'all': 75},1586710821.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1586658006, 'sunset': 1586700044}",14400.0,933995.0,Souillac,200,,,
100,,,,,,,,,,,,,404,,,city not found
101,"{'lon': 56.14, 'lat': 55.22}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 277.88, 'feels_like': 273.83, 'temp_min': 277.88, 'temp_max': 277.88, 'pressure': 1005, 'humidity': 78, 'sea_level': 1005, 'grnd_level': 981}",,"{'speed': 3.22, 'deg': 147}",{'all': 96},1586711035.0,"{'country': 'RU', 'sunrise': 1586654304, 'sunset': 1586704409}",18000.0,468483.0,Yazykovo,200,,,
102,"{'lon': 11.92, 'lat': 50.32}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 291.56, 'feels_like': 287.69, 'temp_min': 288.15, 'temp_max': 294.26, 'pressure': 1014, 'humidity': 28}",10000.0,"{'speed': 2.6, 'deg': 270}",{'all': 75},1586711035.0,"{'type': 1, 'id': 1836, 'country': 'DE', 'sunrise': 1586665452, 'sunset': 1586714483}",7200.0,2902768.0,Hof,200,,,
103,"{'lon': 124.89, 'lat': -9.11}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 296.43, 'feels_like': 299.53, 'temp_min': 296.43, 'temp_max': 296.43, 'pressure': 1011, 'humidity': 81, 'sea_level': 1011, 'grnd_level': 972}",,"{'speed': 0.73, 'deg': 129}",{'all': 97},1586711035.0,"{'country': 'ID', 'sunrise': 1586727793, 'sunset': 1586770696}",28800.0,1651103.0,Atambua,200,,,
104,"{'lon': 152.43, 'lat': -3.67}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 300.78, 'feels_like': 304.86, 'temp_min': 300.78, 'temp_max': 300.78, 'pressure': 1009, 'humidity': 75, 'sea_level': 1009, 'grnd_level': 1003}",,"{'speed': 1.5, 'deg': 163}",{'all': 89},1586710805.0,"{'country': 'PG', 'sunrise': 1586720974, 'sunset': 1586764297}",36000.0,2090021.0,Namatanai,200,,{'3h': 0.68},
105,"{'lon': 54.37, 'lat': 39.51}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.94, 'feels_like': 283.45, 'temp_min': 286.94, 'temp_max': 286.94, 'pressure': 1019, 'humidity': 46, 'sea_level': 1019, 'grnd_level': 1018}",,"{'speed': 2.68, 'deg': 283}",{'all': 4},1586711035.0,"{'country': 'TM', 'sunrise': 1586656158, 'sunset': 1586703405}",18000.0,161616.0,Balkanabat,200,,,
106,"{'lon': -114.35, 'lat': 62.46}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 259.49, 'feels_like': 253.88, 'temp_min': 258.15, 'temp_max': 263.15, 'pressure': 1032, 'humidity': 60}",24140.0,"{'speed': 2.9, 'deg': 348}",{'all': 5},1586710632.0,"{'type': 1, 'id': 1007, 'country': 'CA', 'sunrise': 1586693979, 'sunset': 1586746554}",-21600.0,6185377.0,Yellowknife,200,,,
107,"{'lon': 119.78, 'lat': 16.13}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 299.35, 'feels_like': 298.41, 'temp_min': 299.35, 'temp_max': 299.35, 'pressure': 1011, 'humidity': 80, 'sea_level': 1011, 'grnd_level': 1010}",,"{'speed': 8.42, 'deg': 12}",{'all': 42},1586711035.0,"{'country': 'PH', 'sunrise': 1586728023, 'sunset': 1586772918}",28800.0,1731298.0,Aloleng,200,,,
108,"{'lon': -73.65, 'lat': -37.62}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 287.21, 'feels_like': 280.79, 'temp_min': 287.21, 'temp_max': 287.21, 'pressure': 1022, 'humidity': 51, 'sea_level': 1022, 'grnd_level': 1011}",,"{'speed': 7.31, 'deg': 196}",{'all': 10},1586710821.0,"{'country': 'CL', 'sunrise': 1586690313, 'sunset': 1586730688}",-14400.0,3883457.0,Lebu,200,,,
109,,,,,,,,,,,,,404,,,city not found
